School ID,Year,Test Name,# Students Tested,Overall ELA Mean Scale Score,Overall ELA % Did Not Meet,Overall ELA % Partially Met,Overall ELA % Approached,Overall ELA % Met,Overall ELA % Exceeded,Overall ELA % Met or Exceeded,Reading Mean Scale Score,Reading Literary Text % Did Not Yet Meet or Partially Met,Reading Literary Text % Approached,Reading Literary Text % Met or Exceeded,Reading Information % Did Not Yet Meet or Partially Met,Reading Information % Approached,Reading Information % Met or Exceeded,Vocabulary % Did Not Yet Meet or Partially Met,Vocabulary % Approached,Vocabulary % Met or Exceeded,Writing Mean Scale Score,Writing Expression % Did Not Yet Meet or Partially Met,Writing Expression % Approached,Writing Expression % Met or Exceeded,Writing Conventions % Did Not Yet Meet or Partially Met,Writing Conventions % Approached,Writing Conventions % Met or Exceeded
610139,2015,ELA/Literacy Grade 7,21,738,4.80%,19.00%,42.90%,33.30%,0.00%,33.30%,45,23.80%,33.30%,42.90%,33.30%,28.60%,38.10%,23.80%,28.60%,47.60%,31,28.60%,33.30%,38.10%,19.00%,42.90%,38.10%
610141,2015,ELA/Literacy Grade 7,33,757,6.10%,6.10%,24.20%,42.40%,21.20%,63.60%,49,21.20%,30.30%,48.50%,15.20%,30.30%,54.50%,21.20%,30.30%,48.50%,40,3.00%,9.10%,87.90%,9.10%,12.10%,78.80%
610142,2015,ELA/Literacy Grade 7,54,727,11.10%,44.40%,22.20%,20.40%,1.90%,22.20%,40,51.90%,31.50%,16.70%,46.30%,35.20%,18.50%,55.60%,18.50%,25.90%,30,40.70%,27.80%,31.50%,38.90%,20.40%,40.70%
610143,2015,ELA/Literacy Grade 7,20,710,35.00%,30.00%,25.00%,10.00%,0.00%,10.00%,34,60.00%,20.00%,20.00%,70.00%,20.00%,10.00%,65.00%,30.00%,5.00%,26,50.00%,40.00%,10.00%,45.00%,40.00%,15.00%
610144,2015,ELA/Literacy Grade 7,89,717,29.20%,28.10%,30.30%,10.10%,2.20%,12.40%,36,59.60%,25.80%,14.60%,58.40%,24.70%,16.90%,53.90%,28.10%,18.00%,27,46.10%,31.50%,22.50%,42.70%,29.20%,28.10%
610145,2015,ELA/Literacy Grade 7,83,737,7.20%,24.10%,36.10%,30.10%,2.40%,32.50%,45,33.70%,26.50%,39.80%,27.70%,34.90%,37.30%,42.20%,14.50%,43.40%,31,27.70%,36.10%,36.10%,26.50%,28.90%,44.60%
610146,2015,ELA/Literacy Grade 7,24,691,70.80%,16.70%,8.30%,4.20%,0.00%,4.20%,28,75.00%,16.70%,8.30%,87.50%,12.50%,0.00%,75.00%,8.30%,16.70%,17,83.30%,12.50%,4.20%,83.30%,12.50%,4.20%
610147,2015,ELA/Literacy Grade 7,29,743,17.20%,20.70%,17.20%,27.60%,17.20%,44.80%,44,31.00%,27.60%,41.40%,41.40%,31.00%,27.60%,41.40%,31.00%,27.60%,36,17.20%,24.10%,58.60%,27.60%,13.80%,58.60%
610148,2015,ELA/Literacy Grade 7,68,719,32.40%,20.60%,23.50%,23.50%,0.00%,23.50%,38,52.90%,19.10%,27.90%,44.10%,39.70%,16.20%,55.90%,20.60%,23.50%,27,48.50%,23.50%,27.90%,47.10%,26.50%,26.50%
610152,2015,ELA/Literacy Grade 7,39,723,12.80%,43.60%,33.30%,10.30%,0.00%,10.30%,41,43.60%,35.90%,20.50%,30.80%,46.20%,23.10%,53.80%,10.30%,35.90%,25,53.80%,38.50%,7.70%,53.80%,35.90%,10.30%
610153,2015,ELA/Literacy Grade 7,31,704,35.50%,38.70%,19.40%,6.50%,0.00%,6.50%,33,74.20%,19.40%,6.50%,67.70%,22.60%,9.70%,64.50%,22.60%,12.90%,21,71.00%,22.60%,6.50%,74.20%,22.60%,3.20%
610155,2015,ELA/Literacy Grade 7,58,751,6.90%,12.10%,27.60%,36.20%,17.20%,53.40%,49,19.00%,25.90%,55.20%,17.20%,32.80%,50.00%,31.00%,22.40%,46.60%,36,8.60%,34.50%,56.90%,8.60%,24.10%,67.20%
610157,2015,ELA/Literacy Grade 7,188,728,19.10%,26.10%,28.70%,22.90%,3.20%,26.10%,41,46.30%,27.10%,26.60%,42.60%,25.50%,31.90%,51.60%,22.30%,26.10%,30,35.60%,31.40%,33.00%,36.20%,29.30%,34.60%
610158,2015,ELA/Literacy Grade 7,42,725,23.80%,28.60%,16.70%,31.00%,0.00%,31.00%,41,50.00%,16.70%,33.30%,50.00%,19.00%,31.00%,52.40%,11.90%,35.70%,27,45.20%,31.00%,23.80%,38.10%,26.20%,35.70%
610159,2015,ELA/Literacy Grade 7,110,735,18.20%,19.10%,28.20%,27.30%,7.30%,34.50%,42,45.50%,20.90%,33.60%,37.30%,22.70%,40.00%,53.60%,16.40%,30.00%,33,27.30%,22.70%,50.00%,22.70%,21.80%,55.50%
610167,2015,ELA/Literacy Grade 7,78,724,24.40%,24.40%,32.10%,15.40%,3.80%,19.20%,41,48.70%,24.40%,26.90%,44.90%,26.90%,28.20%,48.70%,21.80%,29.50%,27,43.60%,38.50%,17.90%,44.90%,29.50%,25.60%
610170,2015,ELA/Literacy Grade 7,108,721,26.90%,25.90%,25.00%,21.30%,0.90%,22.20%,39,50.00%,23.10%,26.90%,50.90%,23.10%,25.90%,50.00%,22.20%,27.80%,26,49.10%,27.80%,23.10%,46.30%,34.30%,19.40%
610171,2015,ELA/Literacy Grade 7,75,721,20.00%,37.30%,25.30%,16.00%,1.30%,17.30%,40,56.00%,17.30%,26.70%,45.30%,26.70%,28.00%,54.70%,21.30%,24.00%,26,48.00%,38.70%,13.30%,50.70%,36.00%,13.30%
610172,2015,ELA/Literacy Grade 7,26,696,61.50%,23.10%,11.50%,3.80%,0.00%,3.80%,30,76.90%,15.40%,7.70%,80.80%,11.50%,7.70%,76.90%,19.20%,3.80%,19,76.90%,15.40%,7.70%,76.90%,23.10%,0.00%
610173,2015,ELA/Literacy Grade 7,34,719,38.20%,17.60%,26.50%,17.60%,0.00%,17.60%,38,55.90%,20.60%,23.50%,52.90%,23.50%,23.50%,50.00%,26.50%,23.50%,26,44.10%,44.10%,11.80%,50.00%,29.40%,20.60%
610176,2015,ELA/Literacy Grade 7,39,718,20.50%,30.80%,41.00%,7.70%,0.00%,7.70%,38,48.70%,35.90%,15.40%,56.40%,28.20%,15.40%,46.20%,30.80%,23.10%,26,46.20%,48.70%,5.10%,41.00%,48.70%,10.30%
610177,2015,ELA/Literacy Grade 7,49,780,0.00%,4.10%,4.10%,49.00%,42.90%,91.80%,62,4.10%,6.10%,89.80%,8.20%,10.20%,81.60%,8.20%,12.20%,79.60%,42,0.00%,6.10%,93.90%,2.00%,6.10%,91.80%
610178,2015,ELA/Literacy Grade 7,12,709,25.00%,58.30%,16.70%,0.00%,0.00%,0.00%,37,58.30%,33.30%,8.30%,66.70%,25.00%,8.30%,50.00%,33.30%,16.70%,15,91.70%,8.30%,0.00%,91.70%,8.30%,0.00%
610179,2015,ELA/Literacy Grade 7,83,749,6.00%,16.90%,22.90%,42.20%,12.00%,54.20%,48,21.70%,27.70%,50.60%,21.70%,26.50%,51.80%,26.50%,36.10%,37.30%,35,18.10%,20.50%,61.40%,14.50%,19.30%,66.30%
610180,2015,ELA/Literacy Grade 7,30,696,56.70%,30.00%,6.70%,6.70%,0.00%,6.70%,30,80.00%,10.00%,10.00%,76.70%,10.00%,13.30%,66.70%,26.70%,6.70%,18,73.30%,20.00%,6.70%,70.00%,23.30%,6.70%
610182,2015,ELA/Literacy Grade 7,28,770,3.60%,3.60%,17.90%,46.40%,28.60%,75.00%,57,10.70%,3.60%,85.70%,10.70%,14.30%,75.00%,7.10%,32.10%,60.70%,39,3.60%,21.40%,75.00%,10.70%,3.60%,85.70%
610183,2015,ELA/Literacy Grade 7,65,707,43.10%,27.70%,23.10%,6.20%,0.00%,6.20%,35,58.50%,29.20%,12.30%,66.20%,24.60%,9.20%,63.10%,23.10%,13.80%,20,76.90%,20.00%,3.10%,76.90%,15.40%,7.70%
610184,2015,ELA/Literacy Grade 7,68,731,13.20%,26.50%,39.70%,20.60%,0.00%,20.60%,39,45.60%,33.80%,20.60%,38.20%,42.60%,19.10%,55.90%,27.90%,16.20%,34,14.70%,35.30%,50.00%,23.50%,23.50%,52.90%
610185,2015,ELA/Literacy Grade 7,134,739,9.70%,17.20%,38.80%,32.10%,2.20%,34.30%,44,34.30%,29.90%,35.80%,32.10%,34.30%,33.60%,40.30%,18.70%,41.00%,33,21.60%,26.90%,51.50%,16.40%,23.10%,60.40%
610188,2015,ELA/Literacy Grade 7,16,744,6.30%,18.80%,25.00%,43.80%,6.30%,50.00%,49,25.00%,31.30%,43.80%,18.80%,25.00%,56.30%,18.80%,18.80%,62.50%,33,12.50%,43.80%,43.80%,18.80%,37.50%,43.80%
610191,2015,ELA/Literacy Grade 7,71,744,15.50%,14.10%,22.50%,35.20%,12.70%,47.90%,44,39.40%,21.10%,39.40%,36.60%,26.80%,36.60%,39.40%,18.30%,42.30%,35,19.70%,12.70%,67.60%,16.90%,14.10%,69.00%
610192,2015,ELA/Literacy Grade 7,78,706,43.60%,26.90%,21.80%,6.40%,1.30%,7.70%,33,70.50%,23.10%,6.40%,70.50%,19.20%,10.30%,67.90%,20.50%,11.50%,23,67.90%,20.50%,11.50%,65.40%,19.20%,15.40%
610193,2015,ELA/Literacy Grade 7,44,716,25.00%,34.10%,34.10%,6.80%,0.00%,6.80%,38,52.30%,31.80%,15.90%,43.20%,38.60%,18.20%,54.50%,27.30%,18.20%,24,54.50%,29.50%,15.90%,54.50%,25.00%,20.50%
610194,2015,ELA/Literacy Grade 7,26,723,19.20%,23.10%,42.30%,15.40%,0.00%,15.40%,40,50.00%,26.90%,23.10%,38.50%,23.10%,38.50%,50.00%,26.90%,23.10%,28,42.30%,46.20%,11.50%,46.20%,38.50%,15.40%
610195,2015,ELA/Literacy Grade 7,87,731,23.00%,18.40%,27.60%,23.00%,8.00%,31.00%,43,37.90%,23.00%,39.10%,49.40%,18.40%,32.20%,36.80%,21.80%,41.40%,29,42.50%,29.90%,27.60%,36.80%,33.30%,29.90%
610196,2015,ELA/Literacy Grade 7,60,732,16.70%,26.70%,25.00%,26.70%,5.00%,31.70%,42,46.70%,13.30%,40.00%,43.30%,28.30%,28.30%,46.70%,21.70%,31.70%,31,28.30%,35.00%,36.70%,26.70%,36.70%,36.70%
610197,2015,ELA/Literacy Grade 7,38,733,15.80%,18.40%,28.90%,34.20%,2.60%,36.80%,44,34.20%,26.30%,39.50%,28.90%,23.70%,47.40%,42.10%,26.30%,31.60%,30,36.80%,34.20%,28.90%,31.60%,31.60%,36.80%
610198,2015,ELA/Literacy Grade 7,15,704,46.70%,20.00%,26.70%,6.70%,0.00%,6.70%,30,66.70%,20.00%,13.30%,60.00%,33.30%,6.70%,80.00%,13.30%,6.70%,25,46.70%,40.00%,13.30%,40.00%,33.30%,26.70%
610199,2015,ELA/Literacy Grade 7,26,722,23.10%,38.50%,19.20%,19.20%,0.00%,19.20%,39,50.00%,19.20%,30.80%,53.80%,23.10%,23.10%,65.40%,15.40%,19.20%,28,46.20%,26.90%,26.90%,38.50%,30.80%,30.80%
610200,2015,ELA/Literacy Grade 7,11,717,36.40%,27.30%,18.20%,18.20%,0.00%,18.20%,39,54.50%,9.10%,36.40%,45.50%,27.30%,27.30%,54.50%,9.10%,36.40%,21,72.70%,9.10%,18.20%,63.60%,18.20%,18.20%
610201,2015,ELA/Literacy Grade 7,81,747,4.90%,18.50%,27.20%,44.40%,4.90%,49.40%,48,27.20%,25.90%,46.90%,23.50%,23.50%,53.10%,22.20%,22.20%,55.60%,34,18.50%,24.70%,56.80%,18.50%,24.70%,56.80%
610202,2015,ELA/Literacy Grade 7,29,709,37.90%,34.50%,27.60%,0.00%,0.00%,0.00%,36,62.10%,24.10%,13.80%,55.20%,31.00%,13.80%,48.30%,31.00%,20.70%,19,82.80%,17.20%,0.00%,79.30%,20.70%,0.00%
610206,2015,ELA/Literacy Grade 7,117,757,6.80%,10.30%,21.40%,38.50%,23.10%,61.50%,49,29.90%,18.80%,51.30%,17.90%,29.10%,53.00%,24.80%,19.70%,55.60%,39,11.10%,15.40%,73.50%,12.00%,13.70%,74.40%
610207,2015,ELA/Literacy Grade 7,45,735,6.70%,31.10%,33.30%,24.40%,4.40%,28.90%,45,24.40%,42.20%,33.30%,35.60%,24.40%,40.00%,35.60%,28.90%,35.60%,31,33.30%,31.10%,35.60%,26.70%,35.60%,37.80%
610208,2015,ELA/Literacy Grade 7,48,715,29.20%,33.30%,31.30%,4.20%,2.10%,6.30%,37,58.30%,29.20%,12.50%,56.30%,27.10%,16.70%,47.90%,35.40%,16.70%,26,56.30%,33.30%,10.40%,52.10%,35.40%,12.50%
610209,2015,ELA/Literacy Grade 7,82,728,22.00%,23.20%,23.20%,28.00%,3.70%,31.70%,41,52.40%,17.10%,30.50%,42.70%,22.00%,35.40%,52.40%,18.30%,29.30%,29,37.80%,23.20%,39.00%,36.60%,24.40%,39.00%
610212,2015,ELA/Literacy Grade 7,138,735,11.60%,24.60%,32.60%,28.30%,2.90%,31.20%,43,38.40%,25.40%,36.20%,33.30%,32.60%,34.10%,43.50%,26.80%,29.70%,32,20.30%,40.60%,39.10%,18.80%,35.50%,45.70%
610213,2015,ELA/Literacy Grade 7,44,721,13.60%,50.00%,20.50%,15.90%,0.00%,15.90%,39,59.10%,20.50%,20.50%,50.00%,29.50%,20.50%,50.00%,27.30%,22.70%,29,43.20%,40.90%,15.90%,47.70%,27.30%,25.00%
610215,2015,ELA/Literacy Grade 7,98,733,12.20%,22.40%,35.70%,28.60%,1.00%,29.60%,42,41.80%,23.50%,34.70%,34.70%,30.60%,34.70%,46.90%,27.60%,25.50%,31,26.50%,31.60%,41.80%,28.60%,31.60%,39.80%
610216,2015,ELA/Literacy Grade 7,36,738,8.30%,19.40%,33.30%,33.30%,5.60%,38.90%,45,27.80%,30.60%,41.70%,33.30%,25.00%,41.70%,38.90%,33.30%,27.80%,32,25.00%,27.80%,47.20%,19.40%,33.30%,47.20%
610217,2015,ELA/Literacy Grade 7,42,744,4.80%,16.70%,42.90%,26.20%,9.50%,35.70%,49,26.20%,28.60%,45.20%,19.00%,28.60%,52.40%,21.40%,28.60%,50.00%,32,31.00%,33.30%,35.70%,28.60%,33.30%,38.10%
610218,2015,ELA/Literacy Grade 7,26,720,23.10%,26.90%,34.60%,15.40%,0.00%,15.40%,41,38.50%,19.20%,42.30%,46.20%,23.10%,30.80%,42.30%,30.80%,26.90%,24,69.20%,23.10%,7.70%,57.70%,34.60%,7.70%
610219,2015,ELA/Literacy Grade 7,55,743,5.50%,21.80%,30.90%,30.90%,10.90%,41.80%,46,36.40%,21.80%,41.80%,27.30%,34.50%,38.20%,41.80%,18.20%,40.00%,34,21.80%,29.10%,49.10%,16.40%,29.10%,54.50%
610220,2015,ELA/Literacy Grade 7,48,743,10.40%,18.80%,22.90%,39.60%,8.30%,47.90%,47,29.20%,35.40%,35.40%,31.30%,25.00%,43.80%,31.30%,22.90%,45.80%,33,25.00%,25.00%,50.00%,20.80%,29.20%,50.00%
610221,2015,ELA/Literacy Grade 7,26,734,19.20%,19.20%,19.20%,34.60%,7.70%,42.30%,43,34.60%,23.10%,42.30%,38.50%,26.90%,34.60%,42.30%,11.50%,46.20%,32,26.90%,23.10%,50.00%,30.80%,23.10%,46.20%
610223,2015,ELA/Literacy Grade 7,41,697,51.20%,31.70%,17.10%,0.00%,0.00%,0.00%,30,78.00%,17.10%,4.90%,73.20%,24.40%,2.40%,70.70%,12.20%,17.10%,21,75.60%,22.00%,2.40%,73.20%,22.00%,4.90%
610225,2015,ELA/Literacy Grade 7,33,726,18.20%,30.30%,30.30%,21.20%,0.00%,21.20%,40,42.40%,27.30%,30.30%,42.40%,27.30%,30.30%,42.40%,39.40%,18.20%,30,39.40%,33.30%,27.30%,48.50%,27.30%,24.20%
610227,2015,ELA/Literacy Grade 7,94,726,18.10%,26.60%,34.00%,20.20%,1.10%,21.30%,41,40.40%,31.90%,27.70%,38.30%,34.00%,27.70%,48.90%,25.50%,25.50%,29,36.20%,40.40%,23.40%,35.10%,35.10%,29.80%
610228,2015,ELA/Literacy Grade 7,28,714,39.30%,17.90%,28.60%,14.30%,0.00%,14.30%,34,67.90%,17.90%,14.30%,53.60%,25.00%,21.40%,67.90%,17.90%,14.30%,28,42.90%,35.70%,21.40%,39.30%,35.70%,25.00%
610229,2015,ELA/Literacy Grade 7,64,747,14.10%,18.80%,10.90%,39.10%,17.20%,56.30%,49,31.30%,14.10%,54.70%,29.70%,17.20%,53.10%,25.00%,17.20%,57.80%,33,31.30%,17.20%,51.60%,25.00%,20.30%,54.70%
610230,2015,ELA/Literacy Grade 7,50,750,8.00%,14.00%,20.00%,42.00%,16.00%,58.00%,48,28.00%,16.00%,56.00%,32.00%,24.00%,44.00%,26.00%,28.00%,46.00%,36,18.00%,12.00%,70.00%,16.00%,8.00%,76.00%
610231,2015,ELA/Literacy Grade 7,57,735,8.80%,28.10%,31.60%,26.30%,5.30%,31.60%,42,50.90%,14.00%,35.10%,43.90%,28.10%,28.10%,35.10%,29.80%,35.10%,33,24.60%,35.10%,40.40%,24.60%,33.30%,42.10%
610234,2015,ELA/Literacy Grade 7,38,735,23.70%,13.20%,23.70%,28.90%,10.50%,39.50%,43,44.70%,21.10%,34.20%,36.80%,23.70%,39.50%,39.50%,21.10%,39.50%,31,28.90%,23.70%,47.40%,28.90%,31.60%,39.50%
610235,2015,ELA/Literacy Grade 7,105,718,25.70%,30.50%,30.50%,13.30%,0.00%,13.30%,38,50.50%,25.70%,23.80%,52.40%,29.50%,18.10%,58.10%,19.00%,22.90%,25,56.20%,24.80%,19.00%,49.50%,31.40%,19.00%
610237,2015,ELA/Literacy Grade 7,18,703,44.40%,44.40%,5.60%,5.60%,0.00%,5.60%,32,72.20%,16.70%,11.10%,72.20%,22.20%,5.60%,77.80%,5.60%,16.70%,22,77.80%,22.20%,0.00%,72.20%,22.20%,5.60%
610238,2015,ELA/Literacy Grade 7,23,700,52.20%,30.40%,17.40%,0.00%,0.00%,0.00%,32,87.00%,8.70%,4.30%,78.30%,21.70%,0.00%,65.20%,21.70%,13.00%,17,78.30%,17.40%,4.30%,82.60%,13.00%,4.30%
610239,2015,ELA/Literacy Grade 7,51,717,29.40%,25.50%,33.30%,11.80%,0.00%,11.80%,37,49.00%,31.40%,19.60%,49.00%,33.30%,17.60%,64.70%,19.60%,15.70%,26,49.00%,23.50%,27.50%,45.10%,25.50%,29.40%
610242,2015,ELA/Literacy Grade 7,38,739,18.40%,15.80%,23.70%,26.30%,15.80%,42.10%,45,36.80%,18.40%,44.70%,42.10%,7.90%,50.00%,42.10%,15.80%,42.10%,33,23.70%,26.30%,50.00%,23.70%,23.70%,52.60%
610246,2015,ELA/Literacy Grade 7,87,723,23.00%,34.50%,19.50%,18.40%,4.60%,23.00%,40,44.80%,25.30%,29.90%,48.30%,28.70%,23.00%,37.90%,28.70%,33.30%,26,52.90%,28.70%,18.40%,48.30%,27.60%,24.10%
610248,2015,ELA/Literacy Grade 7,61,726,26.20%,24.60%,24.60%,24.60%,0.00%,24.60%,42,45.90%,18.00%,36.10%,47.50%,19.70%,32.80%,45.90%,19.70%,34.40%,26,54.10%,23.00%,23.00%,47.50%,27.90%,24.60%
610249,2015,ELA/Literacy Grade 7,42,747,2.40%,21.40%,28.60%,35.70%,11.90%,47.60%,46,31.00%,31.00%,38.10%,23.80%,28.60%,47.60%,35.70%,21.40%,42.90%,36,7.10%,33.30%,59.50%,14.30%,19.00%,66.70%
610250,2015,ELA/Literacy Grade 7,36,731,19.40%,22.20%,27.80%,25.00%,5.60%,30.60%,40,41.70%,25.00%,33.30%,50.00%,19.40%,30.60%,58.30%,25.00%,16.70%,32,30.60%,27.80%,41.70%,27.80%,19.40%,52.80%
610251,2015,ELA/Literacy Grade 7,43,717,23.30%,41.90%,23.30%,11.60%,0.00%,11.60%,38,58.10%,23.30%,18.60%,51.20%,32.60%,16.30%,51.20%,18.60%,30.20%,24,58.10%,32.60%,9.30%,60.50%,20.90%,18.60%
610252,2015,ELA/Literacy Grade 7,32,701,56.30%,21.90%,15.60%,6.30%,0.00%,6.30%,32,68.80%,15.60%,15.60%,75.00%,21.90%,3.10%,68.80%,21.90%,9.40%,20,78.10%,12.50%,9.40%,78.10%,15.60%,6.30%
610254,2015,ELA/Literacy Grade 7,33,723,30.30%,12.10%,33.30%,24.20%,0.00%,24.20%,39,54.50%,21.20%,24.20%,42.40%,30.30%,27.30%,51.50%,21.20%,27.30%,28,39.40%,30.30%,30.30%,42.40%,15.20%,42.40%
610257,2015,ELA/Literacy Grade 7,22,726,18.20%,13.60%,54.50%,13.60%,0.00%,13.60%,39,50.00%,36.40%,13.60%,36.40%,36.40%,27.30%,54.50%,18.20%,27.30%,30,27.30%,40.90%,31.80%,31.80%,31.80%,36.40%
610263,2015,ELA/Literacy Grade 7,39,695,59.00%,28.20%,10.30%,2.60%,0.00%,2.60%,29,79.50%,17.90%,2.60%,84.60%,12.80%,2.60%,74.40%,25.60%,0.00%,19,69.20%,28.20%,2.60%,71.80%,25.60%,2.60%
610268,2015,ELA/Literacy Grade 7,45,719,24.40%,35.60%,35.60%,4.40%,0.00%,4.40%,37,60.00%,26.70%,13.30%,55.60%,35.60%,8.90%,62.20%,20.00%,17.80%,28,48.90%,28.90%,22.20%,51.10%,31.10%,17.80%
610269,2015,ELA/Literacy Grade 7,33,744,12.10%,21.20%,21.20%,36.40%,9.10%,45.50%,45,42.40%,21.20%,36.40%,27.30%,33.30%,39.40%,36.40%,21.20%,42.40%,36,18.20%,21.20%,60.60%,15.20%,24.20%,60.60%
610271,2015,ELA/Literacy Grade 7,42,721,21.40%,40.50%,16.70%,21.40%,0.00%,21.40%,39,59.50%,23.80%,16.70%,45.20%,28.60%,26.20%,57.10%,21.40%,21.40%,27,47.60%,31.00%,21.40%,45.20%,23.80%,31.00%
610274,2015,ELA/Literacy Grade 7,28,724,21.40%,25.00%,21.40%,32.10%,0.00%,32.10%,39,50.00%,17.90%,32.10%,50.00%,25.00%,25.00%,39.30%,32.10%,28.60%,28,39.30%,17.90%,42.90%,35.70%,39.30%,25.00%
610279,2015,ELA/Literacy Grade 7,32,715,21.90%,34.40%,37.50%,6.30%,0.00%,6.30%,37,53.10%,31.30%,15.60%,53.10%,34.40%,12.50%,59.40%,28.10%,12.50%,25,53.10%,37.50%,9.40%,53.10%,34.40%,12.50%
610281,2015,ELA/Literacy Grade 7,51,732,13.70%,29.40%,29.40%,27.50%,0.00%,27.50%,42,33.30%,27.50%,39.20%,39.20%,27.50%,33.30%,33.30%,33.30%,33.30%,32,23.50%,43.10%,33.30%,21.60%,35.30%,43.10%
610282,2015,ELA/Literacy Grade 7,23,713,34.80%,21.70%,30.40%,13.00%,0.00%,13.00%,38,56.50%,13.00%,30.40%,43.50%,30.40%,26.10%,52.20%,26.10%,21.70%,20,69.60%,21.70%,8.70%,73.90%,17.40%,8.70%
610287,2015,ELA/Literacy Grade 7,35,723,14.30%,48.60%,22.90%,14.30%,0.00%,14.30%,40,48.60%,28.60%,22.90%,45.70%,28.60%,25.70%,54.30%,22.90%,22.90%,28,51.40%,37.10%,11.40%,54.30%,28.60%,17.10%
610290,2015,ELA/Literacy Grade 7,38,721,21.10%,34.20%,31.60%,13.20%,0.00%,13.20%,41,50.00%,26.30%,23.70%,42.10%,44.70%,13.20%,50.00%,23.70%,26.30%,25,63.20%,28.90%,7.90%,63.20%,23.70%,13.20%
610291,2015,ELA/Literacy Grade 7,92,733,13.00%,23.90%,31.50%,26.10%,5.40%,31.50%,43,35.90%,30.40%,33.70%,40.20%,22.80%,37.00%,44.60%,21.70%,33.70%,31,31.50%,34.80%,33.70%,26.10%,38.00%,35.90%
610293,2015,ELA/Literacy Grade 7,47,716,23.40%,36.20%,34.00%,4.30%,2.10%,6.40%,38,59.60%,23.40%,17.00%,46.80%,31.90%,21.30%,57.40%,21.30%,21.30%,24,61.70%,34.00%,4.30%,61.70%,25.50%,12.80%
610295,2015,ELA/Literacy Grade 7,27,712,48.10%,22.20%,14.80%,14.80%,0.00%,14.80%,35,63.00%,14.80%,22.20%,70.40%,11.10%,18.50%,55.60%,25.90%,18.50%,24,59.30%,22.20%,18.50%,59.30%,18.50%,22.20%
610298,2015,ELA/Literacy Grade 7,13,750,7.70%,7.70%,30.80%,38.50%,15.40%,53.80%,52,15.40%,23.10%,61.50%,23.10%,38.50%,38.50%,7.70%,23.10%,69.20%,34,23.10%,15.40%,61.50%,23.10%,15.40%,61.50%
610299,2015,ELA/Literacy Grade 7,14,703,50.00%,28.60%,14.30%,7.10%,0.00%,7.10%,32,64.30%,28.60%,7.10%,57.10%,28.60%,14.30%,71.40%,21.40%,7.10%,22,71.40%,21.40%,7.10%,71.40%,21.40%,7.10%
610300,2015,ELA/Literacy Grade 7,29,728,20.70%,24.10%,27.60%,27.60%,0.00%,27.60%,42,44.80%,27.60%,27.60%,48.30%,27.60%,24.10%,34.50%,17.20%,48.30%,28,41.40%,17.20%,41.40%,34.50%,24.10%,41.40%
610305,2015,ELA/Literacy Grade 7,36,695,63.90%,22.20%,13.90%,0.00%,0.00%,0.00%,30,69.40%,22.20%,8.30%,75.00%,19.40%,5.60%,75.00%,13.90%,11.10%,17,94.40%,5.60%,0.00%,91.70%,8.30%,0.00%
610313,2015,ELA/Literacy Grade 7,73,719,31.50%,27.40%,19.20%,19.20%,2.70%,21.90%,39,49.30%,24.70%,26.00%,54.80%,17.80%,27.40%,56.20%,23.30%,20.50%,25,56.20%,20.50%,23.30%,53.40%,24.70%,21.90%
610315,2015,ELA/Literacy Grade 7,11,699,45.50%,45.50%,9.10%,0.00%,0.00%,0.00%,31,81.80%,18.20%,0.00%,72.70%,18.20%,9.10%,63.60%,9.10%,27.30%,19,81.80%,18.20%,0.00%,90.90%,9.10%,0.00%
610316,2015,ELA/Literacy Grade 7,20,746,10.00%,15.00%,25.00%,40.00%,10.00%,50.00%,48,30.00%,25.00%,45.00%,30.00%,15.00%,55.00%,20.00%,40.00%,40.00%,34,20.00%,20.00%,60.00%,20.00%,20.00%,60.00%
610317,2015,ELA/Literacy Grade 7,19,712,31.60%,31.60%,26.30%,10.50%,0.00%,10.50%,35,52.60%,31.60%,15.80%,52.60%,21.10%,26.30%,73.70%,10.50%,15.80%,26,42.10%,36.80%,21.10%,52.60%,26.30%,21.10%
610319,2015,ELA/Literacy Grade 7,105,733,13.30%,24.80%,32.40%,24.80%,4.80%,29.50%,42,37.10%,29.50%,33.30%,41.00%,24.80%,34.30%,47.60%,23.80%,28.60%,32,21.00%,32.40%,46.70%,27.60%,27.60%,44.80%
610321,2015,ELA/Literacy Grade 7,24,714,37.50%,25.00%,16.70%,20.80%,0.00%,20.80%,37,50.00%,29.20%,20.80%,66.70%,20.80%,12.50%,66.70%,12.50%,20.80%,24,62.50%,25.00%,12.50%,58.30%,20.80%,20.80%
610325,2015,ELA/Literacy Grade 7,92,728,17.40%,29.30%,30.40%,18.50%,4.30%,22.80%,42,38.00%,34.80%,27.20%,41.30%,30.40%,28.30%,46.70%,28.30%,25.00%,28,44.60%,28.30%,27.20%,43.50%,30.40%,26.10%
610329,2015,ELA/Literacy Grade 7,118,741,15.30%,16.10%,21.20%,39.00%,8.50%,47.50%,46,32.20%,22.90%,44.90%,29.70%,26.30%,44.10%,35.60%,22.00%,42.40%,33,28.00%,21.20%,50.80%,25.40%,23.70%,50.80%
610339,2015,ELA/Literacy Grade 7,40,704,42.50%,32.50%,17.50%,7.50%,0.00%,7.50%,33,67.50%,25.00%,7.50%,75.00%,17.50%,7.50%,72.50%,15.00%,12.50%,22,70.00%,25.00%,5.00%,67.50%,22.50%,10.00%
